taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note
England/NORW-13D69F3/2021,AY.4,0.07,0.6,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.28,Alt assignments: AY.122;AY.4
England/NORW-13D7DC9/2021,AY.9,0.14,0.81,Delta (B.1.617.2-like),0.77,0.0,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.16,Alt assignments: AY.70;AY.9
England/NORW-13D7E7B/2021,AY.4,0.62,0.0,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.49,Alt assignments: A.2.5;AY.4
England/NORW-13E1D80/2021,AY.9,0.61,0.08,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.5,Alt assignments: AY.26;AY.61;AY.9
England/NORW-13D6AE1/2021,AY.5,0.33,0.67,Delta (B.1.617.2-like),0.54,0.0,scorpio call: Alt alleles 7; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.25,Alt assignments: A.2;AY.5
England/NORW-13D6832/2021,AY.9,0.28,0.73,Delta (B.1.617.2-like),0.62,0.0,scorpio call: Alt alleles 8; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.21,Alt assignments: AY.26;AY.55;AY.59;AY.62;AY.9
England/NORW-13D71BE/2021,AY.75,0.89,0.34,Delta (B.1.617.2-like),0.54,0.0,scorpio call: Alt alleles 7; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.39,Alt assignments: AY.120;AY.13;AY.16;AY.45;AY.47;AY.54;AY.75
England/NORW-13E0862/2021,AY.9.2,0.75,0.3,Delta (B.1.617.2-like),0.38,0.0,scorpio call: Alt alleles 5; Ref alleles 0; Amb alleles 7; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: AY.122;AY.26;AY.38;AY.58;AY.69;AY.70;AY.75;AY.9.2
England/NORW-13D8180/2021,AY.10,0.75,0.49,Delta (B.1.617.2-like),0.54,0.0,scorpio call: Alt alleles 7; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.33,
England/NORW-13E0774/2021,AY.4,0.0,0.93,Delta (AY.4-like),0.88,0.0,scorpio call: Alt alleles 28; Ref alleles 0; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,
England/NORW-13E20B3/2021,AY.6,0.52,0.36,Delta (B.1.617.2-like),0.54,0.0,scorpio call: Alt alleles 7; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.37,Alt assignments: AY.100;AY.122;AY.39.1.3;AY.43;AY.6
England/NORW-13E2095/2021,AY.9,0.53,0.39,Delta (B.1.617.2-like),0.62,0.0,scorpio call: Alt alleles 8; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.39,Alt assignments: AY.106;AY.9
England/NORW-13D841E/2021,AY.43,0.77,0.15,Delta (B.1.617.2-like),0.38,0.0,scorpio call: Alt alleles 5; Ref alleles 0; Amb alleles 8; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.46,Alt assignments: A;A.2.5;AY.122;AY.43
England/NORW-13D645C/2021,AY.9,0.03,0.71,Delta (B.1.617.2-like),0.62,0.0,scorpio call: Alt alleles 8; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.22,
England/NORW-2329EA/2021,AY.4,0.0,0.86,Delta (AY.4-like),0.81,0.0,scorpio call: Alt alleles 26; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.13,
England/NORW-232B8A/2021,AY.4,0.6,0.26,Delta (AY.4-like),0.56,0.0,scorpio call: Alt alleles 18; Ref alleles 0; Amb alleles 14; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.4,Alt assignments: A.2;AY.119;AY.122;AY.4
England/NORW-232540/2021,B.1.1.7,0.0,0.83,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.15,
England/NORW-232908/2021,B.1.1.7,0.08,0.74,Alpha (B.1.1.7-like),0.87,0.04,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.22,
England/NORW-2325C8/2021,B.1.1.7,0.59,0.52,Alpha (B.1.1.7-like),0.74,0.04,scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.35,scorpio replaced lineage inference B.1.1
England/NORW-23273B/2021,B.1.1.7,0.0,0.84,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.14,
England/NORW-230C01/2021,B.1.1.7,0.0,0.71,Alpha (B.1.1.7-like),0.87,0.04,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.23,
England/NORW-226E35/2021,B.1.1.7,0.0,1.0,Alpha (B.1.1.7-like),0.96,0.04,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.02,
England/NORW-2305E8/2021,B.1.1.7,0.0,0.79,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.16,
England/NORW-2304AF/2021,B.1.1.7,0.37,0.26,Alpha (B.1.1.7-like),0.7,0.04,scorpio call: Alt alleles 16; Ref alleles 1; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.45,Alt assignments: B.1.1;B.1.1.7
England/NORW-230D86/2021,B.1.1.7,0.0,0.72,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.22,
England/NORW-22DE3E/2021,B.1.1.7,0.0,0.85,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.13,
England/NORW-230427/2021,B.1.1.7,0.0,0.79,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.18,
England/NORW-23074C/2021,B.1.1.7,0.32,0.46,Alpha (B.1.1.7-like),0.65,0.09,scorpio call: Alt alleles 15; Ref alleles 2; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.37,Alt assignments: B.1;B.1.1.7
England/NORW-230937/2021,B.1.1.7,0.0,0.39,Alpha (B.1.1.7-like),0.78,0.04,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.41,
England/NORW-231BC7/2021,B.1.1.7,0.45,0.41,Alpha (B.1.1.7-like),0.7,0.04,scorpio call: Alt alleles 16; Ref alleles 1; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.39,Alt assignments: AV.1;B.1.1;B.1.1.7
England/NORW-2301C6/2021,B.1.1.7,0.29,0.43,Alpha (B.1.1.7-like),0.74,0.04,scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.38,Alt assignments: AY.122;B.1;B.1.1.7
England/NORW-23106E/2021,B.1.1.7,0.46,0.36,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.44,Alt assignments: B.1.1;B.1.1.7
England/NORW-22DEE3/2021,B.1.1.7,0.56,0.08,Alpha (B.1.1.7-like),0.65,0.04,scorpio call: Alt alleles 15; Ref alleles 1; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.47,Alt assignments: AY.68;B.1;B.1.1;B.1.1.7
England/NORW-22DE01/2021,B.1.1.7,0.0,0.78,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.19,
England/NORW-22EDB8/2021,B.1.1.7,0.53,0.08,Alpha (B.1.1.7-like),0.65,0.04,scorpio call: Alt alleles 15; Ref alleles 1; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.5,Alt assignments: A;B;B.1.1.7
England/NORW-22035A/2021,B.1.1.7,0.12,0.23,Alpha (B.1.1.7-like),0.78,0.04,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.47,Alt assignments: AZ.3;B.1.1.7
England/NORW-22EFC1/2021,B.1.1.7,0.44,0.11,Alpha (B.1.1.7-like),0.65,0.0,scorpio call: Alt alleles 15; Ref alleles 0; Amb alleles 8; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.45,Alt assignments: B.1;B.1.1.7
England/NORW-22D6DC/2021,B.1.1.7,0.0,0.75,Alpha (B.1.1.7-like),0.78,0.04,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.2,
England/NORW-22D6CD/2021,B.1.1.7,0.02,0.79,Alpha (B.1.1.7-like),0.87,0.04,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.18,
England/NORW-226873/2021,B.1.1.7,0.03,0.59,Alpha (B.1.1.7-like),0.78,0.04,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.29,
England/NORW-22B911/2021,B.1.1.7,0.14,0.26,Alpha (B.1.1.7-like),0.78,0.04,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: B.1;B.1.1.7
England/NORW-22D4C3/2021,B.1.1.7,0.08,0.87,Alpha (B.1.1.7-like),0.87,0.04,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,
England/NORW-22CCAE/2021,B.1.1.7,0.0,0.77,Alpha (B.1.1.7-like),0.87,0.04,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.19,
England/NORW-22CD8D/2021,B.1.1.7,0.29,0.41,Alpha (B.1.1.7-like),0.74,0.0,scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: B.1;B.1.1.7
England/NORW-22C9D4/2021,B.1.1.7,0.05,0.62,Alpha (B.1.1.7-like),0.78,0.04,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.29,Alt assignments: B.1.1;B.1.1.7
England/NORW-22C9F2/2021,B.1.1.7,0.18,0.68,Alpha (B.1.1.7-like),0.87,0.04,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.24,Alt assignments: B.1;B.1.1;B.1.1.7
England/NORW-22C488/2021,B.1.1.7,0.58,0.24,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.47,Alt assignments: AY.100;B.1.1;B.1.1.7
England/NORW-22CDBA/2021,B.1.1.7,0.67,0.29,Alpha (B.1.1.7-like),0.65,0.04,scorpio call: Alt alleles 15; Ref alleles 1; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.46,Alt assignments: AW.1;B.1;B.1.1;B.1.1.7
England/NORW-22C0A2/2021,B.1.1,0.59,0.01,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.49,Alt assignments: AY.68;B.1;B.1.1
England/NORW-22BBEE/2021,B.1.1.7,0.34,0.24,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.43,Alt assignments: A.1;B.1.1;B.1.1.7
England/NORW-22C4F1/2021,B.1.1.7,0.0,0.89,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,
England/NORW-22BC63/2021,B.1.1.7,0.0,0.79,Alpha (B.1.1.7-like),0.78,0.04,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.19,
England/NORW-22C9E3/2021,B.1.1.7,0.07,0.62,Alpha (B.1.1.7-like),0.7,0.04,scorpio call: Alt alleles 16; Ref alleles 1; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.29,Alt assignments: AY.68;B.1.1.7
England/NORW-22C558/2021,B.1.1.7,0.15,0.75,Alpha (B.1.1.7-like),0.83,0.04,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.2,Alt assignments: B.1;B.1.1;B.1.1.7
England/NORW-22BAC3/2021,B.1.1.7,0.0,0.69,Alpha (B.1.1.7-like),0.83,0.04,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.24,
England/NORW-22C5B2/2021,B.1.1.7,0.0,0.81,Alpha (B.1.1.7-like),0.87,0.04,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.17,
England/NORW-22BA1E/2021,B.1.1.7,0.18,0.61,Alpha (B.1.1.7-like),0.74,0.04,scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.27,Alt assignments: B.1.1;B.1.1.7
England/NORW-21FBB0/2021,B.1.1.7,0.0,0.73,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.24,
England/NORW-22C0C0/2021,B.1.177,0.17,0.72,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.23,
England/NORW-22D144/2021,B.1.1,0.57,0.21,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.46,Alt assignments: AY.100;B.1;B.1.1
England/NORW-22D135/2021,B.1.1.7,0.42,0.74,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.2,Alt assignments: AY.68;AZ.3;B.1.1;B.1.1.7
England/NORW-22D1DB/2021,B.1.1.7,0.0,0.88,Alpha (B.1.1.7-like),0.96,0.04,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,
England/NORW-22B4F2/2021,B.1.1.7,0.0,0.85,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.14,
England/NORW-22D40F/2021,B.1.1.7,0.08,0.67,Alpha (B.1.1.7-like),0.83,0.04,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.27,Alt assignments: B.1.1;B.1.1.7
England/NORW-22BD51/2021,B.1,0.52,0.95,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.05,Alt assignments: A.2.5.1;B.1
England/NORW-21FB38/2021,B.1.1.7,0.44,0.48,Alpha (B.1.1.7-like),0.74,0.04,scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.35,Alt assignments: AY.122;B.1;B.1.1.7
England/NORW-22B340/2021,B.1.1.7,0.63,0.83,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.16,Alt assignments: AY.125;AY.129;B.1;B.1.1.7
England/NORW-22BC54/2021,B.1.1.7,0.7,0.21,Alpha (B.1.1.7-like),0.7,0.04,scorpio call: Alt alleles 16; Ref alleles 1; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.44,Alt assignments: AY.122;B.1; scorpio replaced lineage inference B.1
England/NORW-22CCCC/2021,B.1.1.7,0.58,0.24,Alpha (B.1.1.7-like),0.65,0.04,scorpio call: Alt alleles 15; Ref alleles 1; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.43,Alt assignments: AZ.2;B.1;B.1.1.7
England/NORW-22CD32/2021,B.1.1.7,0.12,0.45,Alpha (B.1.1.7-like),0.78,0.04,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.35,Alt assignments: B.1;B.1.1.7
England/NORW-22BBDF/2021,B.1.1.7,0.56,0.21,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.45,Alt assignments: AY.122;AY.68;B.1;B.1.1.7
England/NORW-22BD33/2021,B.1.1.7,0.25,0.71,Alpha (B.1.1.7-like),0.87,0.04,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.23,Alt assignments: B.1;B.1.1.7
England/NORW-22C1EB/2021,B.1,0.54,0.21,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.47,Alt assignments: AY.45;B.1
England/NORW-22B2E9/2021,B.1.1.7,0.0,0.72,Alpha (B.1.1.7-like),0.87,0.04,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.23,
England/NORW-229157/2021,B.1.1.7,0.29,0.08,Alpha (B.1.1.7-like),0.74,0.04,scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.47,Alt assignments: AY.122;B.1;B.1.1.7
England/NORW-229791/2021,B.1.1.7,0.25,0.63,Alpha (B.1.1.7-like),0.83,0.04,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.27,Alt assignments: AY.122;B.1;B.1.1.7
England/NORW-2283AD/2021,B.1.177,0.52,0.31,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.39,Alt assignments: B;B.1;B.1.177
England/NORW-229B68/2021,B.1.177,0.36,0.18,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.45,Alt assignments: B.1;B.1.177
England/NORW-228A4E/2021,B.1.1.7,0.29,0.64,Alpha (B.1.1.7-like),0.83,0.04,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.28,Alt assignments: B.1;B.1.1.7
England/NORW-229F5D/2021,B.1.1.7,0.0,0.59,Alpha (B.1.1.7-like),0.87,0.04,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.31,
England/NORW-229245/2020,B.1,0.21,0.66,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.25,
England/NORW-2291B1/2021,B.1.1.7,0.0,0.85,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.14,
England/NORW-229315/2021,B.1.177,0.21,0.16,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.46,Alt assignments: B.1;B.1.177
England/NORW-22AD8F/2021,B.1.1.7,0.0,0.66,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.26,
England/NORW-2288CC/2021,B.1.1.7,0.29,0.24,Alpha (B.1.1.7-like),0.78,0.04,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.43,Alt assignments: AY.122;B.1;B.1.1.7
England/NORW-2283BC/2021,B.1.1.7,0.29,0.3,Alpha (B.1.1.7-like),0.78,0.04,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.39,Alt assignments: AY.122;B.1;B.1.1.7
England/NORW-227010/2021,B.1.1.7,0.29,0.58,Alpha (B.1.1.7-like),0.83,0.04,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.31,Alt assignments: B.1;B.1.1.7
England/NORW-2280C4/2021,B.1.177.19,0.0,0.79,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.18,
England/NORW-229782/2021,B.1.1.7,0.44,0.29,Alpha (B.1.1.7-like),0.74,0.04,scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: AY.122;B.1;B.1.1.7
England/NORW-228F9A/2021,B.1.1.7,0.44,0.25,Alpha (B.1.1.7-like),0.74,0.04,scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: AY.122;B.1;B.1.1.7
England/NORW-229342/2021,B.1.1.7,0.0,0.98,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.6,4.0.6,0.3.17,v0.1.8,True,pass,Ambiguous_content:0.04,Assigned from designation hash.
England/NORW-228783/2021,B.1.1.7,0.0,0.77,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.18,
England/NORW-2285F2/2021,B.1.177,0.19,0.16,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.49,Alt assignments: B.1;B.1.177
England/NORW-229AA7/2020,B.1.1.7,0.0,0.75,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.2,
England/NORW-22ADF8/2021,B.1.1.7,0.29,0.6,Alpha (B.1.1.7-like),0.78,0.04,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.29,Alt assignments: B.1;B.1.1.7
England/NORW-228A6C/2021,B.1.177,0.0,0.79,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.17,
